"","query","significant","p_value","term_size","query_size","intersection_size","precision","recall","term_id","source","term_name","effective_domain_size","source_order"
"4369","Fetal Fibroblasts",TRUE,2.16644836649926e-10,92,219,15,0.0684931506849315,0.16304347826087,"GO:0031674","GO:CC","I band",17155,1432
"4370","Fetal Fibroblasts",TRUE,3.70116760850635e-10,59,137,11,0.0802919708029197,0.186440677966102,"GO:0042641","GO:CC","actomyosin",17155,2082
"4371","Fetal Fibroblasts",TRUE,7.96208320256102e-09,59,375,14,0.0373333333333333,0.23728813559322,"GO:0005604","GO:CC","basement membrane",17155,283
"4372","Fetal Fibroblasts",TRUE,1.51285090678328e-08,89,421,17,0.0403800475059382,0.191011235955056,"GO:0031091","GO:CC","platelet alpha granule",17155,1237
"4373","Fetal Fibroblasts",TRUE,6.31504435010434e-08,66,388,14,0.0360824742268041,0.212121212121212,"GO:0031093","GO:CC","platelet alpha granule lumen",17155,1239
"4374","Fetal Fibroblasts",TRUE,9.62608470983742e-08,3577,394,135,0.342639593908629,0.037741123846799,"GO:0031982","GO:CC","vesicle",17155,1473
"4375","Fetal Fibroblasts",TRUE,9.76473069889261e-08,1207,324,56,0.172839506172839,0.0463960231980116,"GO:0005783","GO:CC","endoplasmic reticulum",17155,444
"4376","Fetal Fibroblasts",TRUE,6.67290388260392e-07,86,102,9,0.0882352941176471,0.104651162790698,"GO:0043202","GO:CC","lysosomal lumen",17155,2139
"4377","Fetal Fibroblasts",TRUE,6.71741756841827e-07,97,256,13,0.05078125,0.134020618556701,"GO:0005796","GO:CC","Golgi lumen",17155,457
"4378","Fetal Fibroblasts",TRUE,2.22101985535537e-06,2,2,2,1,1,"GO:0005584","GO:CC","collagen type I trimer",17155,263
"4379","Fetal Fibroblasts",TRUE,2.12291746056999e-05,104,263,12,0.0456273764258555,0.115384615384615,"GO:0005884","GO:CC","actin filament",17155,530
"4380","Fetal Fibroblasts",TRUE,0.000177963857032579,163,102,9,0.0882352941176471,0.0552147239263804,"GO:0005775","GO:CC","vacuolar lumen",17155,436
"4381","Fetal Fibroblasts",TRUE,0.000181845364415546,4,90,3,0.0333333333333333,0.75,"GO:0005588","GO:CC","collagen type V trimer",17155,267
"4382","Fetal Fibroblasts",TRUE,0.000274299309776879,59,394,10,0.0253807106598985,0.169491525423729,"GO:0005901","GO:CC","caveola",17155,547
"4383","Fetal Fibroblasts",TRUE,0.000630935829187731,1683,81,23,0.283950617283951,0.0136660724896019,"GO:0005856","GO:CC","cytoskeleton",17155,509
"4384","Fetal Fibroblasts",TRUE,0.00104091646551101,8,255,4,0.0156862745098039,0.5,"GO:0001527","GO:CC","microfibril",17155,175
"4385","Fetal Fibroblasts",TRUE,0.00181023968816486,4,17,2,0.117647058823529,0.5,"GO:0005862","GO:CC","muscle thin filament tropomyosin",17155,513
"4386","Fetal Fibroblasts",TRUE,0.0035122296421417,349,436,24,0.055045871559633,0.0687679083094556,"GO:0005911","GO:CC","cell-cell junction",17155,554
"4387","Fetal Fibroblasts",TRUE,0.0035426249017451,4,241,3,0.012448132780083,0.75,"GO:0071953","GO:CC","elastic fiber",17155,3165
"4388","Fetal Fibroblasts",TRUE,0.00367134582090242,2,58,2,0.0344827586206897,1,"GO:0098647","GO:CC","collagen beaded filament",17155,3630
"4389","Fetal Fibroblasts",TRUE,0.00367134582090242,2,58,2,0.0344827586206897,1,"GO:0005589","GO:CC","collagen type VI trimer",17155,268
"4390","Fetal Fibroblasts",TRUE,0.00370555971011705,317,269,17,0.0631970260223048,0.0536277602523659,"GO:0034774","GO:CC","secretory granule lumen",17155,1822
"4391","Fetal Fibroblasts",TRUE,0.00373493347266551,3832,192,69,0.359375,0.0180062630480167,"GO:0012505","GO:CC","endomembrane system",17155,835
"4392","Fetal Fibroblasts",TRUE,0.00402118218245457,319,269,17,0.0631970260223048,0.0532915360501567,"GO:0060205","GO:CC","cytoplasmic vesicle lumen",17155,2624
"4393","Fetal Fibroblasts",TRUE,0.00418782988242616,320,269,17,0.0631970260223048,0.053125,"GO:0031983","GO:CC","vesicle lumen",17155,1474
"4394","Fetal Fibroblasts",TRUE,0.00590947113446488,202,394,16,0.0406091370558376,0.0792079207920792,"GO:0045121","GO:CC","membrane raft",17155,2458
"4395","Fetal Fibroblasts",TRUE,0.0062828701299253,203,394,16,0.0406091370558376,0.0788177339901478,"GO:0098857","GO:CC","membrane microdomain",17155,3692
"4396","Fetal Fibroblasts",TRUE,0.00723911047320971,84,394,10,0.0253807106598985,0.119047619047619,"GO:0044853","GO:CC","plasma membrane raft",17155,2444
"4397","Fetal Fibroblasts",TRUE,0.00831427734940884,73,204,7,0.0343137254901961,0.0958904109589041,"GO:0042383","GO:CC","sarcolemma",17155,2046
"4398","Fetal Fibroblasts",TRUE,0.00955073165178733,64,329,8,0.0243161094224924,0.125,"GO:0030864","GO:CC","cortical actin cytoskeleton",17155,1169
"4399","Fetal Fibroblasts",TRUE,0.0101076561085505,211,394,16,0.0406091370558376,0.0758293838862559,"GO:0098589","GO:CC","membrane region",17155,3615
"4400","Fetal Fibroblasts",TRUE,0.0104519780475059,15,10,2,0.2,0.133333333333333,"GO:0005869","GO:CC","dynactin complex",17155,517
"4401","Fetal Fibroblasts",TRUE,0.0169035125931806,21,60,3,0.05,0.142857142857143,"GO:0005865","GO:CC","striated muscle thin filament",17155,515
"4402","Fetal Fibroblasts",TRUE,0.0215663324379904,7,31,2,0.0645161290322581,0.285714285714286,"GO:0005587","GO:CC","collagen type IV trimer",17155,266
"4403","Fetal Fibroblasts",TRUE,0.0248198968835962,2,150,2,0.0133333333333333,1,"GO:0034665","GO:CC","integrin alpha1-beta1 complex",17155,1765
"4404","Fetal Fibroblasts",TRUE,0.0264613526530157,9,173,3,0.0173410404624277,0.333333333333333,"GO:0098651","GO:CC","basement membrane collagen trimer",17155,3632
"4405","Fetal Fibroblasts",TRUE,0.0287227155129611,8,31,2,0.0645161290322581,0.25,"GO:0098645","GO:CC","collagen network",17155,3628
"4406","Fetal Fibroblasts",TRUE,0.0287227155129611,8,31,2,0.0645161290322581,0.25,"GO:0098642","GO:CC","network-forming collagen trimer",17155,3625
"4407","Fetal Fibroblasts",TRUE,0.0289419792484794,25,60,3,0.05,0.12,"GO:0036379","GO:CC","myofilament",17155,1962
"4408","Fetal Fibroblasts",TRUE,0.0427281135335666,12,148,3,0.0202702702702703,0.25,"GO:0005751","GO:CC","mitochondrial respiratory chain complex IV",17155,414
"4409","Fetal Fibroblasts",TRUE,0.0479692183772492,80,329,8,0.0243161094224924,0.1,"GO:0030863","GO:CC","cortical cytoskeleton",17155,1168
"4410","Fetal Fibroblasts",TRUE,3.00774183543563e-51,167,281,53,0.188612099644128,0.317365269461078,"GO:0005201","GO:MF","extracellular matrix structural constituent",16978,1715
"4411","Fetal Fibroblasts",TRUE,7.14023909033301e-40,571,243,67,0.275720164609054,0.117338003502627,"GO:0005198","GO:MF","structural molecule activity",16978,1712
"4412","Fetal Fibroblasts",TRUE,1.24748116470331e-17,130,269,25,0.0929368029739777,0.192307692307692,"GO:0005178","GO:MF","integrin binding",16978,1695
"4413","Fetal Fibroblasts",TRUE,3.08786826831264e-17,41,100,13,0.13,0.317073170731707,"GO:0030020","GO:MF","extracellular matrix structural constituent conferring tensile strength",16978,4764
"4414","Fetal Fibroblasts",TRUE,1.87361469151279e-15,930,255,54,0.211764705882353,0.0580645161290323,"GO:0044877","GO:MF","protein-containing complex binding",16978,7189
"4415","Fetal Fibroblasts",TRUE,4.50608055128877e-15,59,434,20,0.0460829493087558,0.338983050847458,"GO:0005518","GO:MF","collagen binding",16978,1900
"4416","Fetal Fibroblasts",TRUE,8.39456451804406e-13,513,255,37,0.145098039215686,0.0721247563352826,"GO:0050839","GO:MF","cell adhesion molecule binding",16978,9145
"4417","Fetal Fibroblasts",TRUE,1.17856663245497e-11,11,36,6,0.166666666666667,0.545454545454545,"GO:0048407","GO:MF","platelet-derived growth factor binding",16978,8466
"4418","Fetal Fibroblasts",TRUE,1.53189916776943e-10,112,417,21,0.0503597122302158,0.1875,"GO:0019838","GO:MF","growth factor binding",16978,4629
"4419","Fetal Fibroblasts",TRUE,1.06031486267411e-09,21,135,8,0.0592592592592593,0.380952380952381,"GO:0030021","GO:MF","extracellular matrix structural constituent conferring compression resistance",16978,4765
"4420","Fetal Fibroblasts",TRUE,4.27909288240218e-09,308,237,24,0.10126582278481,0.0779220779220779,"GO:0003779","GO:MF","actin binding",16978,476
"4421","Fetal Fibroblasts",TRUE,2.06553967286385e-08,41,207,10,0.0483091787439614,0.24390243902439,"GO:0008307","GO:MF","structural constituent of muscle",16978,2103
"4422","Fetal Fibroblasts",TRUE,2.74013354041381e-07,30,108,7,0.0648148148148148,0.233333333333333,"GO:0042805","GO:MF","actinin binding",16978,6747
"4423","Fetal Fibroblasts",TRUE,1.91584864946455e-06,784,286,38,0.132867132867133,0.048469387755102,"GO:0008092","GO:MF","cytoskeletal protein binding",16978,1977
"4424","Fetal Fibroblasts",TRUE,1.18787554822721e-05,15,108,5,0.0462962962962963,0.333333333333333,"GO:0051371","GO:MF","muscle alpha-actinin binding",16978,9201
"4425","Fetal Fibroblasts",TRUE,3.86707581192053e-05,9,255,5,0.0196078431372549,0.555555555555556,"GO:0030023","GO:MF","extracellular matrix constituent conferring elasticity",16978,4767
"4426","Fetal Fibroblasts",TRUE,4.07049602877484e-05,98,286,12,0.041958041958042,0.122448979591837,"GO:0008201","GO:MF","heparin binding",16978,2057
"4427","Fetal Fibroblasts",TRUE,5.10688674445553e-05,34,200,7,0.035,0.205882352941176,"GO:0050840","GO:MF","extracellular matrix binding",16978,9146
"4428","Fetal Fibroblasts",TRUE,5.56076021816378e-05,171,237,14,0.0590717299578059,0.0818713450292398,"GO:0051015","GO:MF","actin filament binding",16978,9157
"4429","Fetal Fibroblasts",TRUE,6.52744844081651e-05,21,355,7,0.0197183098591549,0.333333333333333,"GO:0001968","GO:MF","fibronectin binding",16978,370
"4430","Fetal Fibroblasts",TRUE,0.000100543300340329,149,286,14,0.048951048951049,0.0939597315436242,"GO:0005539","GO:MF","glycosaminoglycan binding",16978,1917
"4431","Fetal Fibroblasts",TRUE,0.00013833804132805,11,255,5,0.0196078431372549,0.454545454545455,"GO:0097493","GO:MF","structural molecule activity conferring elasticity",16978,10418
"4432","Fetal Fibroblasts",TRUE,0.000160640748209808,24,108,5,0.0462962962962963,0.208333333333333,"GO:0051393","GO:MF","alpha-actinin binding",16978,9209
"4433","Fetal Fibroblasts",TRUE,0.000232585961699644,56,392,10,0.0255102040816327,0.178571428571429,"GO:0098631","GO:MF","cell adhesion mediator activity",16978,10481
"4434","Fetal Fibroblasts",TRUE,0.000351377240433136,1426,452,69,0.152654867256637,0.0483870967741935,"GO:0005102","GO:MF","signaling receptor binding",16978,1624
"4435","Fetal Fibroblasts",TRUE,0.00103748250517313,347,425,25,0.0588235294117647,0.0720461095100865,"GO:0005509","GO:MF","calcium ion binding",16978,1895
"4436","Fetal Fibroblasts",TRUE,0.00141958091998917,171,119,9,0.0756302521008403,0.0526315789473684,"GO:1901681","GO:MF","sulfur compound binding",16978,11919
"4437","Fetal Fibroblasts",TRUE,0.00145758763954159,119,5,3,0.6,0.0252100840336134,"GO:0002020","GO:MF","protease binding",16978,372
"4438","Fetal Fibroblasts",TRUE,0.0027451751504345,7,355,4,0.0112676056338028,0.571428571428571,"GO:0031995","GO:MF","insulin-like growth factor II binding",16978,5362
"4439","Fetal Fibroblasts",TRUE,0.00337546151422078,7,374,4,0.0106951871657754,0.571428571428571,"GO:0098634","GO:MF","cell-matrix adhesion mediator activity",16978,10484
"4440","Fetal Fibroblasts",TRUE,0.00393400372526355,23,381,6,0.015748031496063,0.260869565217391,"GO:0050431","GO:MF","transforming growth factor beta binding",16978,8900
"4441","Fetal Fibroblasts",TRUE,0.00615758859187299,16,355,5,0.0140845070422535,0.3125,"GO:0005520","GO:MF","insulin-like growth factor binding",16978,1902
"4442","Fetal Fibroblasts",TRUE,0.00637414620221806,4,263,3,0.0114068441064639,0.75,"GO:0099186","GO:MF","structural constituent of postsynapse",16978,10536
"4443","Fetal Fibroblasts",TRUE,0.013668267617105,21,150,4,0.0266666666666667,0.19047619047619,"GO:0043236","GO:MF","laminin binding",16978,6849
"4444","Fetal Fibroblasts",TRUE,0.0203714922791695,20,175,4,0.0228571428571429,0.2,"GO:0004129","GO:MF","cytochrome-c oxidase activity",16978,791
"4445","Fetal Fibroblasts",TRUE,0.0203714922791695,20,175,4,0.0228571428571429,0.2,"GO:0015002","GO:MF","heme-copper terminal oxidase activity",16978,2876
"4446","Fetal Fibroblasts",TRUE,0.0203714922791695,20,175,4,0.0228571428571429,0.2,"GO:0016675","GO:MF","oxidoreductase activity, acting on a heme group of donors",16978,3684
"4447","Fetal Fibroblasts",TRUE,0.0203714922791695,20,175,4,0.0228571428571429,0.2,"GO:0016676","GO:MF","oxidoreductase activity, acting on a heme group of donors, oxygen as acceptor",16978,3685
"4448","Fetal Fibroblasts",TRUE,0.0311434988341793,6,263,3,0.0114068441064639,0.5,"GO:0098918","GO:MF","structural constituent of synapse",16978,10511
"4449","Fetal Fibroblasts",TRUE,0.0450046830121224,5,374,3,0.00802139037433155,0.6,"GO:0098639","GO:MF","collagen binding involved in cell-matrix adhesion",16978,10486
"4450","Fetal Fibroblasts",TRUE,0.0494293273196924,16,280,4,0.0142857142857143,0.25,"GO:0005523","GO:MF","tropomyosin binding",16978,1905
"4451","Fetal Fibroblasts",TRUE,5.66568566558863e-06,73,36,9,0.25,0.123287671232877,"HP:0012727","HP","Thoracic aortic aneurysm",4322,9160
"4452","Fetal Fibroblasts",TRUE,7.04960443438815e-06,33,36,7,0.194444444444444,0.212121212121212,"HP:0000977","HP","Soft skin",4322,768
"4453","Fetal Fibroblasts",TRUE,8.82492549165723e-06,34,36,7,0.194444444444444,0.205882352941176,"HP:0002107","HP","Pneumothorax",4322,1560
"4454","Fetal Fibroblasts",TRUE,8.88227959728277e-06,156,48,13,0.270833333333333,0.0833333333333333,"HP:0002617","HP","Dilatation",4322,1903
"4455","Fetal Fibroblasts",TRUE,1.71273728632846e-05,121,64,13,0.203125,0.107438016528926,"HP:0001238","HP","Slender finger",4322,948
"4456","Fetal Fibroblasts",TRUE,1.89938228865953e-05,108,48,11,0.229166666666667,0.101851851851852,"HP:0004942","HP","Aortic aneurysm",4322,3397
"4457","Fetal Fibroblasts",TRUE,4.49878460835467e-05,55,79,10,0.126582278481013,0.181818181818182,"HP:0003306","HP","Spinal rigidity",4322,2400
"4458","Fetal Fibroblasts",TRUE,6.97501003130862e-05,45,36,7,0.194444444444444,0.155555555555556,"HP:0002616","HP","Aortic root aneurysm",4322,1902
"4459","Fetal Fibroblasts",TRUE,7.71008772550983e-05,6,36,4,0.111111111111111,0.666666666666667,"HP:0100823","HP","Genital hernia",4322,14357
"4460","Fetal Fibroblasts",TRUE,9.11152058557493e-05,59,79,10,0.126582278481013,0.169491525423729,"HP:0012084","HP","Abnormality of skeletal muscle fiber size",4322,8525
"4461","Fetal Fibroblasts",TRUE,9.13925311868051e-05,22,79,7,0.0886075949367089,0.318181818181818,"HP:0009073","HP","Progressive proximal muscle weakness",4322,5681
"4462","Fetal Fibroblasts",TRUE,0.000137298680695055,2,2,2,1,1,"HP:0005623","HP","Absent ossification of calvaria",4322,3816
"4463","Fetal Fibroblasts",TRUE,0.000137298680695055,2,2,2,1,1,"HP:0003321","HP","Biconcave flattened vertebrae",4322,2411
"4464","Fetal Fibroblasts",TRUE,0.000137298680695055,2,2,2,1,1,"HP:0005005","HP","Femoral bowing present at birth, straightening with time",4322,3433
"4465","Fetal Fibroblasts",TRUE,0.000137298680695055,2,2,2,1,1,"HP:0005897","HP","Severe generalized osteoporosis",4322,3940
"4466","Fetal Fibroblasts",TRUE,0.000263861771740573,34,35,6,0.171428571428571,0.176470588235294,"HP:0004944","HP","Dilatation of the cerebral artery",4322,3399
"4467","Fetal Fibroblasts",TRUE,0.000303340300337745,10,255,7,0.0274509803921569,0.7,"HP:0003179","HP","Protrusio acetabuli",4322,2304
"4468","Fetal Fibroblasts",TRUE,0.000305483540611729,18,36,5,0.138888888888889,0.277777777777778,"HP:0004970","HP","Ascending tubular aorta aneurysm",4322,3415
"4469","Fetal Fibroblasts",TRUE,0.000329023893501717,83,64,10,0.15625,0.120481927710843,"HP:0001634","HP","Mitral valve prolapse",4322,1194
"4470","Fetal Fibroblasts",TRUE,0.000355551015970474,8,36,4,0.111111111111111,0.5,"HP:0005294","HP","Arterial dissection",4322,3612
"4471","Fetal Fibroblasts",TRUE,0.000636198385266683,9,36,4,0.111111111111111,0.444444444444444,"HP:0001027","HP","Soft, doughy skin",4322,804
"4472","Fetal Fibroblasts",TRUE,0.000823792084170329,4,2,2,1,0.5,"HP:0003023","HP","Bowing of limbs due to multiple fractures",4322,2195
"4473","Fetal Fibroblasts",TRUE,0.00113499232349419,174,36,10,0.277777777777778,0.0574712643678161,"HP:0003307","HP","Hyperlordosis",4322,2401
"4474","Fetal Fibroblasts",TRUE,0.00137298680695055,5,2,2,1,0.4,"HP:0005758","HP","Basilar impression",4322,3873
"4475","Fetal Fibroblasts",TRUE,0.00137298680695055,5,2,2,1,0.4,"HP:0000362","HP","Otosclerosis",4322,285
"4476","Fetal Fibroblasts",TRUE,0.00137298680695055,2,5,2,0.4,1,"HP:0006201","HP","Hypermobility of distal interphalangeal joints",4322,4092
"4477","Fetal Fibroblasts",TRUE,0.00144723958590641,97,64,10,0.15625,0.103092783505155,"HP:0001633","HP","Abnormal mitral valve morphology",4322,1193
"4478","Fetal Fibroblasts",TRUE,0.00205948021042582,6,2,2,1,0.333333333333333,"HP:0006367","HP","Crumpled long bones",4322,4185
"4479","Fetal Fibroblasts",TRUE,0.00205948021042582,6,2,2,1,0.333333333333333,"HP:0000923","HP","Beaded ribs",4322,724
"4480","Fetal Fibroblasts",TRUE,0.00215470030130421,20,6,3,0.5,0.15,"HP:0001623","HP","Breech presentation",4322,1188
"4481","Fetal Fibroblasts",TRUE,0.00273491921904475,242,50,13,0.26,0.0537190082644628,"HP:0001679","HP","Abnormal aortic morphology",4322,1229
"4482","Fetal Fibroblasts",TRUE,0.00294200561911571,3,58,3,0.0517241379310345,1,"HP:0030095","HP","Reduced muscle collagen VI",4322,10194
"4483","Fetal Fibroblasts",TRUE,0.00309648489760006,28,5,3,0.6,0.107142857142857,"HP:0001075","HP","Atrophic scars",4322,846
"4484","Fetal Fibroblasts",TRUE,0.00334053654604285,14,76,5,0.0657894736842105,0.357142857142857,"HP:0002877","HP","Nocturnal hypoventilation",4322,2094
"4485","Fetal Fibroblasts",TRUE,0.00335470729264209,235,6,5,0.833333333333333,0.0212765957446809,"HP:0000278","HP","Retrognathia",4322,231
"4486","Fetal Fibroblasts",TRUE,0.00342889665541873,29,35,5,0.142857142857143,0.172413793103448,"HP:0002647","HP","Aortic dissection",4322,1927
"4487","Fetal Fibroblasts",TRUE,0.00411705349473088,3,5,2,0.4,0.666666666666667,"HP:0005620","HP","Hypermobility of interphalangeal joints",4322,3813
"4488","Fetal Fibroblasts",TRUE,0.00427618385111386,244,76,16,0.210526315789474,0.0655737704918033,"HP:0030311","HP","Lower extremity joint dislocation",4322,10400
"4489","Fetal Fibroblasts",TRUE,0.00435382929907621,129,43,9,0.209302325581395,0.0697674418604651,"HP:0000978","HP","Bruising susceptibility",4322,769
"4490","Fetal Fibroblasts",TRUE,0.00504342504180052,255,6,5,0.833333333333333,0.0196078431372549,"HP:0001654","HP","Abnormal heart valve morphology",4322,1213
"4491","Fetal Fibroblasts",TRUE,0.00509038690255512,12,43,4,0.0930232558139535,0.333333333333333,"HP:0001704","HP","Tricuspid valve prolapse",4322,1250
"4492","Fetal Fibroblasts",TRUE,0.00581764162366763,394,50,16,0.32,0.0406091370558376,"HP:0011004","HP","Abnormal systemic arterial morphology",4322,7463
"4493","Fetal Fibroblasts",TRUE,0.00615084141666053,272,48,13,0.270833333333333,0.0477941176470588,"HP:0031653","HP","Abnormal heart valve physiology",4322,11669
"4494","Fetal Fibroblasts",TRUE,0.00617844063127748,10,2,2,1,0.2,"HP:0008628","HP","Abnormality of the stapes",4322,5462
"4495","Fetal Fibroblasts",TRUE,0.00617844063127748,10,2,2,1,0.2,"HP:0005474","HP","Decreased calvarial ossification",4322,3721
"4496","Fetal Fibroblasts",TRUE,0.00672993428066281,5,36,3,0.0833333333333333,0.6,"HP:0000993","HP","Molluscoid pseudotumors",4322,778
"4497","Fetal Fibroblasts",TRUE,0.00672993428066281,5,36,3,0.0833333333333333,0.6,"HP:0001073","HP","Cigarette-paper scars",4322,844
"4498","Fetal Fibroblasts",TRUE,0.00691012846217311,35,58,6,0.103448275862069,0.171428571428571,"HP:0006466","HP","Ankle flexion contracture",4322,4246
"4499","Fetal Fibroblasts",TRUE,0.00737035658589605,167,20,7,0.35,0.0419161676646707,"HP:0001387","HP","Joint stiffness",4322,1046
"4500","Fetal Fibroblasts",TRUE,0.00738043284708287,103,43,8,0.186046511627907,0.0776699029126214,"HP:0001166","HP","Arachnodactyly",4322,911
"4501","Fetal Fibroblasts",TRUE,0.007551427438228,11,2,2,1,0.181818181818182,"HP:0000703","HP","Dentinogenesis imperfecta",4322,547
"4502","Fetal Fibroblasts",TRUE,0.00778081263207757,118,50,9,0.18,0.076271186440678,"HP:0006705","HP","Abnormal atrioventricular valve morphology",4322,4403
"4503","Fetal Fibroblasts",TRUE,0.00894569281909836,57,79,8,0.10126582278481,0.140350877192982,"HP:0003323","HP","Progressive muscle weakness",4322,2412
"4504","Fetal Fibroblasts",TRUE,0.00906171292587362,12,2,2,1,0.166666666666667,"HP:0008921","HP","Neonatal short-limb short stature",4322,5606
"4505","Fetal Fibroblasts",TRUE,0.00906171292587362,12,2,2,1,0.166666666666667,"HP:0010299","HP","Abnormality of dentin",4322,6797
"4506","Fetal Fibroblasts",TRUE,0.00970999241637898,8,81,4,0.0493827160493827,0.5,"HP:0000021","HP","Megacystis",4322,19
"4507","Fetal Fibroblasts",TRUE,0.00972825430121232,16,81,5,0.0617283950617284,0.3125,"HP:0030914","HP","Abnormal peristalsis",4322,10969
"4508","Fetal Fibroblasts",TRUE,0.0116454743000026,78,43,7,0.162790697674419,0.0897435897435897,"HP:0001374","HP","Congenital hip dislocation",4322,1039
"4509","Fetal Fibroblasts",TRUE,0.0116556281890921,4,58,3,0.0517241379310345,0.75,"HP:0006149","HP","Increased laxity of fingers",4322,4060
"4510","Fetal Fibroblasts",TRUE,0.01249417994325,14,2,2,1,0.142857142857143,"HP:0010547","HP","Muscle flaccidity",4322,7038
"4511","Fetal Fibroblasts",TRUE,0.0131034716571698,23,58,5,0.0862068965517241,0.217391304347826,"HP:0006094","HP","Finger joint hypermobility",4322,4034
"4512","Fetal Fibroblasts",TRUE,0.0131262768121173,266,76,16,0.210526315789474,0.0601503759398496,"HP:0001384","HP","Abnormality of the hip joint",4322,1043
"4513","Fetal Fibroblasts",TRUE,0.0133484239839529,76,9,4,0.444444444444444,0.0526315789473684,"HP:0004334","HP","Dermal atrophy",4322,3043
"4514","Fetal Fibroblasts",TRUE,0.013580030806796,17,81,5,0.0617283950617284,0.294117647058824,"HP:0005245","HP","Intestinal hypoplasia",4322,3577
"4515","Fetal Fibroblasts",TRUE,0.0135810749236115,207,76,14,0.184210526315789,0.0676328502415459,"HP:0002827","HP","Hip dislocation",4322,2054
"4516","Fetal Fibroblasts",TRUE,0.0144163614729808,15,2,2,1,0.133333333333333,"HP:0004452","HP","Abnormality of the middle ear ossicles",4322,3143
"4517","Fetal Fibroblasts",TRUE,0.0144163614729808,15,2,2,1,0.133333333333333,"HP:0040160","HP","Generalized osteoporosis",4322,13189
"4518","Fetal Fibroblasts",TRUE,0.0144163614729808,15,2,2,1,0.133333333333333,"HP:0005855","HP","Multiple prenatal fractures",4322,3914
"4519","Fetal Fibroblasts",TRUE,0.0153977924542209,68,118,10,0.0847457627118644,0.147058823529412,"HP:0002621","HP","Atherosclerosis",4322,1905
"4520","Fetal Fibroblasts",TRUE,0.0158709084637942,38,36,5,0.138888888888889,0.131578947368421,"HP:0010318","HP","Aplasia/Hypoplasia of the abdominal wall musculature",4322,6816
"4521","Fetal Fibroblasts",TRUE,0.0162858867772365,257,33,10,0.303030303030303,0.0389105058365759,"HP:0040081","HP","Abnormal circulating creatine kinase concentration",4322,13116
"4522","Fetal Fibroblasts",TRUE,0.0163827330012823,24,58,5,0.0862068965517241,0.208333333333333,"HP:0006256","HP","Abnormality of hand joint mobility",4322,4121
"4523","Fetal Fibroblasts",TRUE,0.0164758416834066,16,2,2,1,0.125,"HP:0001790","HP","Nonimmune hydrops fetalis",4322,1307
"4524","Fetal Fibroblasts",TRUE,0.0164758416834066,16,2,2,1,0.125,"HP:0032153","HP","Joint subluxation",4322,12141
"4525","Fetal Fibroblasts",TRUE,0.0164758416834066,16,2,2,1,0.125,"HP:0002691","HP","Platybasia",4322,1963
"4526","Fetal Fibroblasts",TRUE,0.0168569122151557,258,33,10,0.303030303030303,0.0387596899224806,"HP:0011021","HP","Abnormality of circulating enzyme level",4322,7479
"4527","Fetal Fibroblasts",TRUE,0.0172290609444099,9,81,4,0.0493827160493827,0.444444444444444,"HP:0004388","HP","Microcolon",4322,3091
"4528","Fetal Fibroblasts",TRUE,0.0172290609444099,9,81,4,0.0493827160493827,0.444444444444444,"HP:0100811","HP","Aplasia/Hypoplasia of the colon",4322,14346
"4529","Fetal Fibroblasts",TRUE,0.0172290609444099,9,81,4,0.0493827160493827,0.444444444444444,"HP:0010955","HP","Dilatation of the bladder",4322,7416
"4530","Fetal Fibroblasts",TRUE,0.0174343115800253,74,48,7,0.145833333333333,0.0945945945945946,"HP:0000963","HP","Thin skin",4322,754
"4531","Fetal Fibroblasts",TRUE,0.0183942093608959,106,3,3,1,0.0283018867924528,"HP:0004890","HP","Elevated pulmonary artery pressure",4322,3358
"4532","Fetal Fibroblasts",TRUE,0.0183942093608959,106,3,3,1,0.0283018867924528,"HP:0002092","HP","Pulmonary arterial hypertension",4322,1548
"4533","Fetal Fibroblasts",TRUE,0.0186726205745275,17,2,2,1,0.117647058823529,"HP:0001058","HP","Poor wound healing",4322,832
"4534","Fetal Fibroblasts",TRUE,0.0191502917802723,274,76,16,0.210526315789474,0.0583941605839416,"HP:0005262","HP","Abnormality of the synovia",4322,3591
"4535","Fetal Fibroblasts",TRUE,0.0202693214812518,25,58,5,0.0862068965517241,0.2,"HP:0030089","HP","Abnormal muscle fiber protein expression",4322,10188
"4536","Fetal Fibroblasts",TRUE,0.0210066981463434,18,2,2,1,0.111111111111111,"HP:0100541","HP","Femoral hernia",4322,14104
"4537","Fetal Fibroblasts",TRUE,0.0210066981463434,18,2,2,1,0.111111111111111,"HP:0008609","HP","Morphological abnormality of the middle ear",4322,5457
"4538","Fetal Fibroblasts",TRUE,0.0232857167573312,7,36,3,0.0833333333333333,0.428571428571429,"HP:0001119","HP","Keratoglobus",4322,880
"4539","Fetal Fibroblasts",TRUE,0.0234780743988544,19,2,2,1,0.105263157894737,"HP:0004586","HP","Biconcave vertebral bodies",4322,3201
"4540","Fetal Fibroblasts",TRUE,0.0234780743988544,19,2,2,1,0.105263157894737,"HP:0005743","HP","Avascular necrosis of the capital femoral epiphysis",4322,3866
"4541","Fetal Fibroblasts",TRUE,0.0260319684345286,64,81,8,0.0987654320987654,0.125,"HP:0030895","HP","Abnormal gastrointestinal motility",4322,10951
"4542","Fetal Fibroblasts",TRUE,0.0260319684345286,64,81,8,0.0987654320987654,0.125,"HP:0002579","HP","Gastrointestinal dysmotility",4322,1873
